id,sex,year,yearborn,age,cohort,offspring,breedingsuccess,weight,morph,indhet,pesL,pesR,headlength,parentgensim,paternity,maternity
88DB3a,M,2020,2014,6,Pine Tiers Lagoon,0,0,NA,Black,0.318,NA,NA,NA,NA,TasInd,TasInd
8BD0A,M,2018,2017,1,MFWS,0,0,NA,Fawn,0.321,NA,NA,NA,0.29713467,FC42B,BF9FC
8BD0A,M,2019,2017,2,MFWS,0,0,NA,Fawn,0.321,NA,NA,NA,0.29713467,FC42B,BF9FC
8BD0A,M,2020,2017,3,MFWS,0,0,NA,Fawn,0.321,NA,NA,NA,0.29713467,FC42B,BF9FC
8F1D7,F,2019,2018,1,Surrey Hills,0,0,0.643,Fawn,0.428,51.25,50.6,83.7,NA,TasInd,TasInd
8F1D7,F,2020,2018,2,Surrey Hills,0,0,NA,Fawn,0.428,NA,NA,NA,NA,TasInd,TasInd
94A21,M,2019,2018,1,MFWS,0,0,0.91,Fawn,0.286,55.7,54.2,91.5,0.315186246,FD4E9,FD54D
94A21,M,2020,2018,2,MFWS,0,0,NA,Fawn,0.286,NA,NA,NA,0.315186246,FD4E9,FD54D
94AEC,M,2019,2018,1,MFWS,1,1,0.975,Black,0.314,54.1175,54.435,86.2325,0.204011461,F5B5E,FD54D
94AEC,M,2020,2018,2,MFWS,1,1,1.185,Black,0.314,55.4,55.1,82.2,0.204011461,F5B5E,FD54D
94B62,M,2019,2018,1,MFWS,0,0,NA,Black,0.282,NA,NA,NA,0.315186246,FD4E9,FD54D
94B62,M,2020,2018,2,MFWS,0,0,NA,Black,0.282,NA,NA,NA,0.315186246,FD4E9,FD54D
94B64,F,2019,2018,1,Surrey Hills,0,0,0.65,Fawn,0.222,48.65,48.65,73.7,NA,TasInd,TasInd
94B64,F,2020,2018,2,Surrey Hills,0,0,0.678,Fawn,0.222,48.04,47.96,80.1,NA,TasInd,TasInd
94BD9,M,2020,2019,1,MFWS,0,0,NA,Black,0.312,52.8,54,90,0.238681948,F5B5E,AD30A
94C36,F,2020,2019,1,MFWS,2,1,0.578,Fawn,0.399,48.65,48,79.95,NA,F1041,94FF7
94D44,F,2019,2018,1,MFWS,0,0,0.64,Black,0.313,44.59,44.7,80.77,0.210315186,F5B5E,FD3E9
94D44,F,2020,2018,2,MFWS,0,0,NA,Black,0.313,NA,NA,NA,0.210315186,F5B5E,FD3E9
94FF7,F,2019,2018,1,MFWS,1,1,0.694,Fawn,0.416,51.55,52.675,85.33333333,NA,0DC56,FD3E9
94FF7,F,2020,2018,2,MFWS,0,0,NA,Fawn,0.416,NA,NA,NA,NA,0DC56,FD3E9
950C9,M,2018,2017,1,MFWS,0,0,1.16,Fawn,0.279,59.1,56.8,90.5,NA,5,0DDE1
950C9,M,2019,2017,2,MFWS,0,0,NA,Fawn,0.279,NA,NA,NA,NA,5,0DDE1
950C9,M,2020,2017,3,MFWS,0,0,NA,Fawn,0.279,NA,NA,NA,NA,5,0DDE1
951ED,M,2019,2018,1,MFWS,0,0,1.073,Fawn,0.354,57.7,57.68,88.08,0.32234957,0DC56,0DD31
951ED,M,2020,2018,2,MFWS,0,0,1.208,Fawn,0.354,59.8,60.05,87.65,0.32234957,0DC56,0DD31
AA6C4,M,2020,2019,1,MFWS,2,1,0.67,Black,0.269,52.75,52.35,87.74,0.214899713,94AEC,84143
AA8AF,F,2019,2018,1,MFWS,0,0,NA,Fawn,0.303,NA,NA,NA,NA,6,5
AA8AF,F,2020,2018,2,MFWS,0,0,NA,Fawn,0.303,NA,NA,NA,NA,6,5
AA8B8,M,2020,2019,1,MFWS,0,0,NA,Black,0.303,NA,NA,NA,NA,0DF4C,7C5C5
AA98C,F,2018,2017,1,Scamander,0,0,1.091,Fawn,0.306,53.485,55.13,83.465,NA,TasInd,TasInd
AA98C,F,2019,2017,2,Scamander,0,0,NA,Fawn,0.306,NA,NA,NA,NA,TasInd,TasInd
AA98C,F,2020,2017,3,Scamander,0,0,NA,Fawn,0.306,NA,NA,NA,NA,TasInd,TasInd
AA9A3,M,2019,2018,1,MFWS,0,0,0.885,Fawn,0.278,55.05,56.1,89.7,0.323495702,0DC56,FD3E9
AA9A3,M,2020,2018,2,MFWS,0,0,NA,Fawn,0.278,NA,NA,NA,0.323495702,0DC56,FD3E9
AAB3F,M,2019,2018,1,MFWS,0,0,NA,Fawn,0.283,NA,NA,NA,NA,6,5
AAB3F,M,2020,2018,2,MFWS,0,0,NA,Fawn,0.283,NA,NA,NA,NA,6,5
AD30A,F,2019,2018,1,MFWS,3,1,0.87,Black,0.305,53.825,53.2,82.9,NA,0DF4C,1715
AD30A,F,2020,2018,2,MFWS,1,1,NA,Black,0.305,NA,NA,NA,NA,0DF4C,1715
AD378,M,2019,2018,1,MFWS,0,0,NA,Fawn,0.27,NA,NA,NA,NA,6,5
AD378,M,2020,2018,2,MFWS,0,0,NA,Fawn,0.27,NA,NA,NA,NA,6,5
AD42A,F,2019,2018,1,MFWS,0,0,0.725,Fawn,0.334,52.85,52.85,86.4,0.299713467,BBC6C,0DD31
AD42A,F,2020,2018,2,MFWS,0,0,NA,Fawn,0.334,NA,NA,NA,0.299713467,BBC6C,0DD31
AD46F,F,2019,2018,1,MFWS,0,0,0.715,Fawn,0.315,54,55,69.4,0.293123209,0DD54,1715
AD46F,F,2020,2018,2,MFWS,0,0,NA,Fawn,0.315,NA,NA,NA,0.293123209,0DD54,1715
AD5E1,F,2019,2018,1,Surrey Hills,0,0,0.86,Fawn,0.265,51.6,51.3,86.6,NA,TasInd,TasInd
AD5E1,F,2020,2018,2,Surrey Hills,0,0,NA,Fawn,0.265,NA,NA,NA,NA,TasInd,TasInd
B3AA6,M,2016,2015,1,14 Mile Road,0,0,0.888,NA,0.306,55.1,55.2,88.5,NA,TasInd,TasInd
B3AA6,M,2017,2015,2,14 Mile Road,0,0,NA,NA,0.306,NA,NA,NA,NA,TasInd,TasInd
B3AA6,M,2018,2015,3,14 Mile Road,0,0,NA,NA,0.306,NA,NA,NA,NA,TasInd,TasInd
B3AA6,M,2019,2015,4,14 Mile Road,0,0,NA,NA,0.306,NA,NA,NA,NA,TasInd,TasInd
B3AA6,M,2020,2015,5,14 Mile Road,0,0,NA,NA,0.306,NA,NA,NA,NA,TasInd,TasInd
BBC6C,M,2018,2017,1,MFWS,3,1,1.437,Black,0.349,62.55,60.4,88.2,0.295415473,FC42B,180F7
BBC6C,M,2019,2017,2,MFWS,1,1,1.661,Black,0.349,62.01125,61.94125,99.985,0.295415473,FC42B,180F7
BBC6C,M,2020,2017,3,MFWS,1,1,1.57,Black,0.349,63.1,60.9,103.2,0.295415473,FC42B,180F7
BDD65,F,2018,2017,1,MFWS,2,1,1.018,Fawn,0.314,56.19,56.5,92.51666667,0.29713467,FC42B,BF9FC
BDD65,F,2019,2017,2,MFWS,0,0,0.943,Fawn,0.314,54.74,53.17,86.76,0.29713467,FC42B,BF9FC
BDD65,F,2020,2017,3,MFWS,0,0,NA,Fawn,0.314,NA,NA,NA,0.29713467,FC42B,BF9FC
BDDFC,M,2018,2017,1,MFWS,0,0,NA,Fawn,0.313,NA,NA,NA,0.29713467,88C7E,0DD31
BDDFC,M,2019,2017,2,MFWS,0,0,NA,Fawn,0.313,NA,NA,NA,0.29713467,88C7E,0DD31
BDDFC,M,2020,2017,3,MFWS,0,0,NA,Fawn,0.313,NA,NA,NA,0.29713467,88C7E,0DD31
BF9FC,F,2017,2016,1,Russell Falls,4,1,0.93,Fawn,0.333,57.6,54.4,88.7,NA,TasInd,TasInd
BF9FC,F,2018,2016,2,Russell Falls,0,0,NA,Fawn,0.333,NA,NA,NA,NA,TasInd,TasInd
BF9FC,F,2019,2016,3,Russell Falls,0,0,NA,Fawn,0.333,NA,NA,NA,NA,TasInd,TasInd
BF9FC,F,2020,2016,4,Russell Falls,0,0,NA,Fawn,0.333,NA,NA,NA,NA,TasInd,TasInd
C062B,M,2018,2017,1,MFWS,2,1,1.07,Black,0.248,55.696,55.49,89.552,0.230372493,F1041,88761
C062B,M,2019,2017,2,MFWS,4,1,0.973,Black,0.248,55.35,55.425,91.66666667,0.230372493,F1041,88761
C062B,M,2020,2017,3,MFWS,0,0,1.055,Black,0.248,57.9,57.1,99.4,0.230372493,F1041,88761
C1291,M,2017,2016,1,MFWS,0,0,NA,NA,0.358,NA,NA,NA,0.305444126,18244,88C2Ba
C1291,M,2018,2016,2,MFWS,0,0,NA,NA,0.358,NA,NA,NA,0.305444126,18244,88C2Ba
C1291,M,2019,2016,3,MFWS,0,0,NA,NA,0.358,NA,NA,NA,0.305444126,18244,88C2Ba
C1291,M,2020,2016,4,MFWS,0,0,NA,NA,0.358,NA,NA,NA,0.305444126,18244,88C2Ba
C682,F,2017,2016,1,MtR transf 2017,1,1,0.855,Fawn,0.357,55.2,54.4,87.5,NA,MtRInd,MtRInd
C682,F,2018,2016,2,MtR transf 2017,0,0,0.927,Fawn,0.357,55.23333333,54.4,81.16666667,NA,MtRInd,MtRInd
C682,F,2019,2016,3,MtR transf 2017,0,0,NA,Fawn,0.357,NA,NA,NA,NA,MtRInd,MtRInd
C682,F,2020,2016,4,MtR transf 2017,0,0,NA,Fawn,0.357,NA,NA,NA,NA,MtRInd,MtRInd
C7B9D,F,2020,2019,1,MtR trans 2020,0,0,0.7,Black,0.352,50.7,52,83.6,NA,MtRInd,MtRInd
CD453,F,2018,2017,1,MFWS,0,0,NA,Black,0.275,NA,NA,NA,0.271919771,FC42B,FD6C1
CD453,F,2019,2017,2,MFWS,0,0,NA,Black,0.275,NA,NA,NA,0.271919771,FC42B,FD6C1
CD453,F,2020,2017,3,MFWS,0,0,NA,Black,0.275,NA,NA,NA,0.271919771,FC42B,FD6C1
D0E214,F,2020,2019,1,MFWS,0,0,0.585,Black,0.291,51.8,51.1,87.8,0.237535817,C062B,84143
D0E314,M,2018,2017,1,MFWS,0,0,NA,Fawn,0.316,NA,NA,NA,0.238968481,FC42B,0E33F
D0E314,M,2019,2017,2,MFWS,0,0,NA,Fawn,0.316,NA,NA,NA,0.238968481,FC42B,0E33F
D0E314,M,2020,2017,3,MFWS,0,0,NA,Fawn,0.316,51.8,51.1,87.8,0.238968481,FC42B,0E33F
D849,F,2017,2016,1,MtR transf 2017,0,0,NA,Black,0.364,53.8,54.1,103.8,NA,MtRInd,MtRInd
D849,F,2018,2016,2,MtR transf 2017,2,1,NA,Black,0.364,51.096,51.728,87.214,NA,MtRInd,MtRInd
D849,F,2019,2016,3,MtR transf 2017,0,0,NA,Black,0.364,50.775,52.25,90.5,NA,MtRInd,MtRInd
D849,F,2020,2016,4,MtR transf 2017,0,0,NA,Black,0.364,NA,NA,NA,NA,MtRInd,MtRInd
E78F7,F,2016,2015,1,MtR transf 2016,0,0,NA,NA,0.342,53,53.2,84.5,NA,MtRInd,MtRInd
E78F7,F,2017,2015,2,MtR transf 2016,0,0,NA,NA,0.342,NA,NA,NA,NA,MtRInd,MtRInd
E78F7,F,2018,2015,3,MtR transf 2016,0,0,NA,NA,0.342,NA,NA,NA,NA,MtRInd,MtRInd
E78F7,F,2019,2015,4,MtR transf 2016,0,0,NA,NA,0.342,NA,NA,NA,NA,MtRInd,MtRInd
E78F7,F,2020,2015,5,MtR transf 2016,0,0,NA,NA,0.342,NA,NA,NA,NA,MtRInd,MtRInd
E8FC0,F,2016,2015,1,MtR transf 2016,5,1,0.82,Fawn,0.348,57.1,55.66666667,85.16666667,NA,MtRInd,MtRInd
E8FC0,F,2017,2015,2,MtR transf 2016,0,0,NA,Fawn,0.348,NA,NA,NA,NA,MtRInd,MtRInd
E8FC0,F,2018,2015,3,MtR transf 2016,0,0,NA,Fawn,0.348,NA,NA,NA,NA,MtRInd,MtRInd
E8FC0,F,2019,2015,4,MtR transf 2016,0,0,NA,Fawn,0.348,NA,NA,NA,NA,MtRInd,MtRInd
E8FC0,F,2020,2015,5,MtR transf 2016,0,0,NA,Fawn,0.348,NA,NA,NA,NA,MtRInd,MtRInd
E90FC,M,2016,2015,1,MtR transf 2016,0,0,1.13,NA,0.339,59.2,61.8,93.6,NA,MtRInd,MtRInd
E90FC,M,2017,2015,2,MtR transf 2016,0,0,NA,NA,0.339,NA,NA,NA,NA,MtRInd,MtRInd
E90FC,M,2018,2015,3,MtR transf 2016,0,0,NA,NA,0.339,NA,NA,NA,NA,MtRInd,MtRInd
E90FC,M,2019,2015,4,MtR transf 2016,0,0,NA,NA,0.339,NA,NA,NA,NA,MtRInd,MtRInd
E90FC,M,2020,2015,5,MtR transf 2016,0,0,NA,NA,0.339,NA,NA,NA,NA,MtRInd,MtRInd
E91DB,M,2016,2015,1,MtR transf 2016,2,1,1.161,Black,0.297,59.2,59.3,99.7,NA,MtRInd,MtRInd
E91DB,M,2017,2015,2,MtR transf 2016,0,0,NA,Black,0.297,NA,NA,NA,NA,MtRInd,MtRInd
E91DB,M,2018,2015,3,MtR transf 2016,0,0,NA,Black,0.297,NA,NA,NA,NA,MtRInd,MtRInd
E91DB,M,2019,2015,4,MtR transf 2016,0,0,NA,Black,0.297,NA,NA,NA,NA,MtRInd,MtRInd
E91DB,M,2020,2015,5,MtR transf 2016,0,0,NA,Black,0.297,NA,NA,NA,NA,MtRInd,MtRInd
F1041,M,2017,2016,1,MFWS,15,1,1.348,Black,0.363,59.5,59.9,96.35,0.310601719,2,E8FC0
F1041,M,2018,2016,2,MFWS,0,0,1.62,Black,0.363,60.62,60.71,95.28,0.310601719,2,E8FC0
F1041,M,2019,2016,3,MFWS,2,1,NA,Black,0.363,NA,NA,NA,0.310601719,2,E8FC0
F1041,M,2020,2016,4,MFWS,0,0,NA,Black,0.363,NA,NA,NA,0.310601719,2,E8FC0
F36F0,M,2017,2016,1,MFWS,0,0,NA,NA,0.311,NA,NA,NA,0.273638968,E91DB,FF0C7
F36F0,M,2018,2016,2,MFWS,0,0,NA,NA,0.311,NA,NA,NA,0.273638968,E91DB,FF0C7
F36F0,M,2019,2016,3,MFWS,0,0,NA,NA,0.311,NA,NA,NA,0.273638968,E91DB,FF0C7
F36F0,M,2020,2016,4,MFWS,0,0,NA,NA,0.311,NA,NA,NA,0.273638968,E91DB,FF0C7
F5B5E,M,2018,2017,1,MFWS,2,1,1.071,Black,0.325,NA,NA,NA,0.261031519,F1041,5340
F5B5E,M,2019,2017,2,MFWS,3,1,1.29,Black,0.325,NA,NA,NA,0.261031519,F1041,5340
F5B5E,M,2020,2017,3,MFWS,0,0,NA,Black,0.325,NA,NA,NA,0.261031519,F1041,5340
FC07B,M,2017,2016,1,MFWS,0,0,NA,NA,0.362,NA,NA,NA,0.310601719,18244,E8FC0
FC07B,M,2018,2016,2,MFWS,0,0,NA,NA,0.362,NA,NA,NA,0.310601719,18244,E8FC0
FC07B,M,2019,2016,3,MFWS,0,0,NA,NA,0.362,NA,NA,NA,0.310601719,18244,E8FC0
FC07B,M,2020,2016,4,MFWS,0,0,NA,NA,0.362,NA,NA,NA,0.310601719,18244,E8FC0
FC42B,M,2017,2016,1,MFWS,8,1,1.251,Fawn,0.283,47.3,46.9,76.7,0.25243553,18244,FF0C7
FC42B,M,2018,2016,2,MFWS,0,0,NA,Fawn,0.283,56.168,57.19,89.478,0.25243553,18244,FF0C7
FC42B,M,2019,2016,3,MFWS,0,0,NA,Fawn,0.283,59.13333333,58.73333333,92.5,0.25243553,18244,FF0C7
FC42B,M,2020,2016,4,MFWS,0,0,NA,Fawn,0.283,NA,NA,NA,0.25243553,18244,FF0C7
FD3E9,F,2018,2017,1,MFWS,3,1,0.955,Black,0.278,NA,NA,NA,0.232378223,18244,FD912
FD3E9,F,2019,2017,2,MFWS,3,1,0.886,Black,0.278,NA,NA,NA,0.232378223,18244,FD912
FD3E9,F,2020,2017,3,MFWS,0,0,0.815,Black,0.278,NA,NA,NA,0.232378223,18244,FD912
FD4E9,M,2018,2017,1,MFWS,2,1,1.423,Fawn,0.324,NA,NA,NA,0.258452722,1,180F7
FD4E9,M,2019,2017,2,MFWS,0,0,NA,Fawn,0.324,NA,NA,NA,0.258452722,1,180F7
FD4E9,M,2020,2017,3,MFWS,0,0,NA,Fawn,0.324,NA,NA,NA,0.258452722,1,180F7
FD536,F,2019,2018,1,Nabowla,2,1,0.755,Fawn,0.301,53.95,53.71166667,88.25333333,NA,TasInd,TasInd
FD536,F,2020,2018,2,Nabowla,0,0,0.818,Fawn,0.301,53.5,54.3,88.1,NA,TasInd,TasInd
FD54D,F,2018,2017,1,MFWS,3,1,0.836,Black,0.285,60.4,60.65,100.85,0.232378223,F1041,FD912
FD54D,F,2019,2017,2,MFWS,0,0,0.866,Black,0.285,NA,NA,NA,0.232378223,F1041,FD912
FD54D,F,2020,2017,3,MFWS,0,0,NA,Black,0.285,NA,NA,NA,0.232378223,F1041,FD912
FD5C1,M,2018,2017,1,MFWS,0,0,NA,Fawn,0.337,NA,NA,NA,0.29713467,FC42B,BF9FC
FD5C1,M,2019,2017,2,MFWS,0,0,NA,Fawn,0.337,53.4,54.3,87.95,0.29713467,FC42B,BF9FC
FD5C1,M,2020,2017,3,MFWS,0,0,NA,Fawn,0.337,53.24,52.73,86.245,0.29713467,FC42B,BF9FC
FD6C1,F,2017,2016,1,Grove,2,1,1.012,Black,0.288,NA,NA,NA,NA,TasInd,TasInd
FD6C1,F,2018,2016,2,Grove,0,0,1.172,Black,0.288,53.23428571,53.44,85.52,NA,TasInd,TasInd
FD6C1,F,2019,2016,3,Grove,0,0,1.183,Black,0.288,53.9,52.4725,85.08333333,NA,TasInd,TasInd
FD6C1,F,2020,2016,4,Grove,0,0,NA,Black,0.288,NA,NA,NA,NA,TasInd,TasInd
FD705,M,2018,2017,1,MFWS,0,0,1.345,Fawn,0.295,NA,NA,NA,NA,5,0DDE1
FD705,M,2019,2017,2,MFWS,0,0,NA,Fawn,0.295,NA,NA,NA,NA,5,0DDE1
FD705,M,2020,2017,3,MFWS,0,0,NA,Fawn,0.295,NA,NA,NA,NA,5,0DDE1
FD716,F,2018,2017,1,MFWS,0,0,0.889,Fawn,0.302,54.26666667,53.43333333,86.66666667,NA,5,0DDE1
FD716,F,2019,2017,2,MFWS,0,0,0.86,Fawn,0.302,55.05,54.2,88.8,NA,5,0DDE1
FD716,F,2020,2017,3,MFWS,0,0,NA,Fawn,0.302,NA,NA,NA,NA,5,0DDE1
FD895,F,2019,2018,1,MFWS,2,1,0.737,Fawn,0.299,64.6,55,82.2,0.310315186,0DC56,0DD92
FD895,F,2020,2018,2,MFWS,0,0,0.81,Fawn,0.299,NA,NA,NA,0.310315186,0DC56,0DD92
FD897,F,2017,2016,1,Geeveston,0,0,0.933,Fawn,0.275,NA,NA,NA,NA,TasInd,TasInd
FD897,F,2018,2016,2,Geeveston,0,0,NA,Fawn,0.275,NA,NA,NA,NA,TasInd,TasInd
FD897,F,2019,2016,3,Geeveston,0,0,NA,Fawn,0.275,NA,NA,NA,NA,TasInd,TasInd
FD897,F,2020,2016,4,Geeveston,0,0,NA,Fawn,0.275,50.3,51.7,79.3,NA,TasInd,TasInd
FD8C7,F,2018,2017,1,MFWS,0,0,0.833,Fawn,0.36,NA,NA,NA,0.276790831,F1041,1BEFa
FD8C7,F,2019,2017,2,MFWS,0,0,0.87,Fawn,0.36,53.46666667,53.4,88.23333333,0.276790831,F1041,1BEFa
FD8C7,F,2020,2017,3,MFWS,0,0,NA,Fawn,0.36,52.485,54.46,78.005,0.276790831,F1041,1BEFa
FD912,F,2017,2016,1,MFWS,2,1,1.074,Fawn,0.299,56.1,55.8,88.4,0.25243553,18244,FF0C7
FD912,F,2018,2016,2,MFWS,0,0,NA,Fawn,0.299,NA,NA,NA,0.25243553,18244,FF0C7
FD912,F,2019,2016,3,MFWS,0,0,NA,Fawn,0.299,NA,NA,NA,0.25243553,18244,FF0C7
FD912,F,2020,2016,4,MFWS,0,0,NA,Fawn,0.299,NA,NA,NA,0.25243553,18244,FF0C7
FD9EBa,F,2017,2016,1,Lonna Vale,0,0,0.915,Black,0.258,NA,NA,NA,NA,TasInd,TasInd
FD9EBa,F,2018,2016,2,Lonna Vale,0,0,NA,Black,0.258,50.978,51.258,81.082,NA,TasInd,TasInd
FD9EBa,F,2019,2016,3,Lonna Vale,0,0,NA,Black,0.258,51.66666667,52.4,89.4,NA,TasInd,TasInd
FD9EBa,F,2020,2016,4,Lonna Vale,0,0,NA,Black,0.258,NA,NA,NA,NA,TasInd,TasInd
FDA82,M,2018,2017,1,MFWS,0,0,NA,Black,0.353,NA,NA,NA,0.261031519,F1041,5340
FDA82,M,2019,2017,2,MFWS,0,0,NA,Black,0.353,NA,NA,NA,0.261031519,F1041,5340
FDA82,M,2020,2017,3,MFWS,0,0,NA,Black,0.353,NA,NA,NA,0.261031519,F1041,5340
FDB53,M,2018,2017,1,MFWS,0,0,NA,Black,0.36,NA,NA,NA,0.295415473,BBC6C,180F7
FDB53,M,2019,2017,2,MFWS,0,0,NA,Black,0.36,NA,NA,NA,0.295415473,BBC6C,180F7
FDB53,M,2020,2017,3,MFWS,0,0,NA,Black,0.36,NA,NA,NA,0.295415473,BBC6C,180F7
FDBDD,F,2018,2017,1,MFWS,0,0,0.935,Black,0.324,NA,NA,NA,0.209455587,F1041,0E33F
FDBDD,F,2019,2017,2,MFWS,0,0,NA,Black,0.324,NA,NA,NA,0.209455587,F1041,0E33F
FDBDD,F,2020,2017,3,MFWS,0,0,NA,Black,0.324,50.7,50.1,74.2,0.209455587,F1041,0E33F
FDC0D,M,2018,2017,1,MFWS,1,1,0.945,Black,0.335,NA,NA,NA,0.273352436,F1041,3051
FDC0D,M,2019,2017,2,MFWS,0,0,NA,Black,0.335,NA,NA,NA,0.273352436,F1041,3051
FDC0D,M,2020,2017,3,MFWS,0,0,NA,Black,0.335,NA,NA,NA,0.273352436,F1041,3051
FECC6,F,2019,2018,1,MFWS,0,0,0.595,Fawn,0.212,NA,NA,NA,0.317765043,88C7E,0DD4C
FECC6,F,2020,2018,2,MFWS,0,0,NA,Fawn,0.212,NA,NA,NA,0.317765043,88C7E,0DD4C
FF0C7,F,2016,2014,2,Mt River,4,1,0.858,Fawn,0.261,NA,NA,NA,NA,TasInd,TasInd
FF0C7,F,2017,2014,3,Mt River,0,0,NA,Fawn,0.261,NA,NA,NA,NA,TasInd,TasInd
FF0C7,F,2018,2014,4,Mt River,0,0,NA,Fawn,0.261,59,57.3,86.6,NA,TasInd,TasInd
FF0C7,F,2019,2014,5,Mt River,0,0,NA,Fawn,0.261,NA,NA,NA,NA,TasInd,TasInd
FF0C7,F,2020,2014,6,Mt River,0,0,NA,Fawn,0.261,NA,NA,NA,NA,TasInd,TasInd
FF2F4,M,2016,2014,2,Lonna Vale,0,0,1.321,Black,0.267,NA,NA,NA,NA,TasInd,TasInd
FF2F4,M,2017,2014,3,Lonna Vale,0,0,NA,Black,0.267,NA,NA,NA,NA,TasInd,TasInd
FF2F4,M,2018,2014,4,Lonna Vale,0,0,NA,Black,0.267,NA,NA,NA,NA,TasInd,TasInd
FF2F4,M,2019,2014,5,Lonna Vale,0,0,NA,Black,0.267,51.05,52.34,84.52,NA,TasInd,TasInd
FF2F4,M,2020,2014,6,Lonna Vale,0,0,NA,Black,0.267,NA,NA,NA,NA,TasInd,TasInd
FF4EF,F,2016,2015,1,MtR transf 2016,0,0,0.816,Fawn,0.376,54.4,55.03333333,87.4,NA,MtRInd,MtRInd
FF4EF,F,2017,2015,2,MtR transf 2016,0,0,NA,Fawn,0.376,NA,NA,NA,NA,MtRInd,MtRInd
FF4EF,F,2018,2015,3,MtR transf 2016,0,0,NA,Fawn,0.376,NA,NA,NA,NA,MtRInd,MtRInd
FF4EF,F,2019,2015,4,MtR transf 2016,0,0,NA,Fawn,0.376,NA,NA,NA,NA,MtRInd,MtRInd
FF4EF,F,2020,2015,5,MtR transf 2016,0,0,NA,Fawn,0.376,NA,NA,NA,NA,MtRInd,MtRInd
FF6FE,F,2019,2018,1,MFWS,0,0,0.77,Fawn,0.314,NA,NA,NA,0.306303725,0DF4C,0DD4C
FF6FE,F,2020,2018,2,MFWS,0,0,NA,Fawn,0.314,NA,NA,NA,0.306303725,0DF4C,0DD4C
